#Mass	 #Pos	 #RadialVel	 #TransVel	 #Potential
   0.0010	    1.1322	    0.7732	    0.4036	   -0.0070
   0.0010	    1.1334	    0.1204	    0.3070	   -0.0063
   0.0010	    1.1423	   -0.4193	   -0.2240	   -0.0048
   0.0010	    1.1477	    0.2659	    0.4771	   -0.0049
   0.0010	    1.1509	   -0.2669	    0.6832	   -0.0052
   0.0010	    1.1542	   -0.3644	    0.9476	   -0.0060
   0.0010	    1.1557	    0.5606	   -0.4609	   -0.0142
   0.0010	    1.1558	   -0.3117	   -0.6790	   -0.0141
   0.0010	    1.1602	   -0.2532	    0.5991	   -0.0052
   0.0010	    1.1646	   -0.2214	    0.7490	   -0.0054
   0.0010	    1.1676	   -0.0463	   -0.3438	   -0.0098
   0.0010	    1.1679	   -0.0420	   -0.5186	   -0.0103
   0.0010	    1.1685	    0.0765	    0.2332	   -0.0075
   0.0010	    1.1731	    0.2989	   -0.4243	   -0.0070
   0.0010	    1.1740	   -0.2093	    0.7040	   -0.0550
   0.0010	    1.1741	    0.3313	    0.6873	   -0.0550
   0.0010	    1.1795	    0.1028	   -0.6047	   -0.0053
   0.0010	    1.1814	   -0.2151	   -0.5639	   -0.0053
   0.0010	    1.1850	    0.3479	   -0.5918	   -0.0050
   0.0010	    1.1880	   -0.0481	    0.4920	   -0.0048
   0.0010	    1.1934	    0.4574	   -0.2409	   -0.0047
   0.0010	    1.2014	    0.1142	   -0.3377	   -0.0062
   0.0010	    1.2029	    0.0566	    0.6217	   -0.0082
   0.0010	    1.2034	    0.0210	    0.3561	   -0.0085
   0.0010	    1.2047	   -0.3487	    0.5393	   -0.0083
   0.0010	    1.2055	   -0.0795	    0.6742	   -0.0090
   0.0010	    1.2062	   -0.4671	   -0.6350	   -0.0095
   0.0010	    1.2066	    0.4919	    0.4557	   -0.0088
   0.0010	    1.2087	    0.2698	    0.3454	   -0.0062
   0.0010	    1.2120	    0.0819	   -0.1860	   -0.0071
   0.0010	    1.2125	    0.1799	   -0.4272	   -0.0070
   0.0010	    1.2201	   -0.2832	    0.3445	   -0.0047
   0.0010	    1.2247	   -0.4319	    0.2271	   -0.0049
   0.0010	    1.2297	    0.5113	   -0.5620	   -0.0085
   0.0010	    1.2301	   -0.2473	   -0.5735	   -0.0088
   0.0010	    1.2315	    0.1211	   -0.4053	   -0.0100
   0.0010	    1.2317	   -0.5142	    0.3723	   -0.0099
   0.0010	    1.2343	    0.0184	    0.5041	   -0.0057
   0.0010	    1.2373	   -0.0308	    0.0215	   -0.0055
   0.0010	    1.2393	    0.1259	    0.3749	   -0.0053
   0.0010	    1.2434	   -0.5252	    0.3269	   -0.0057
   0.0010	    1.2443	   -0.2342	   -0.3841	   -0.0056
   0.0010	    1.2554	   -0.6852	    0.3483	   -0.0052
   0.0010	    1.2584	   -0.0553	   -0.3019	   -0.0063
   0.0010	    1.2597	   -0.2366	    0.3071	   -0.0073
   0.0010	    1.2607	    0.0102	   -0.3265	   -0.0091
   0.0010	    1.2612	   -0.3844	    0.5060	   -0.0100
   0.0010	    1.2616	    0.4741	   -0.1445	   -0.0089
   0.0010	    1.2675	   -0.2977	    0.2921	   -0.0059
   0.0010	    1.2693	    0.3653	    0.5521	   -0.0062
   0.0010	    1.2714	    0.1330	   -0.2564	   -0.0065
   0.0010	    1.2731	   -0.4837	   -0.1397	   -0.0068
   0.0010	    1.2752	   -0.0712	   -0.5537	   -0.0091
   0.0010	    1.2756	    0.1713	   -0.2474	   -0.0099
   0.0010	    1.2763	    0.1313	   -0.4074	   -0.0096
   0.0010	    1.2769	    0.0186	   -0.3491	   -0.0087
   0.0010	    1.2791	   -0.0825	   -0.6501	   -0.0071
   0.0010	    1.2804	   -0.1094	    0.5576	   -0.0075
   0.0010	    1.2811	   -0.3416	    0.4552	   -0.0070
   0.0010	    1.2889	    0.1654	    0.5120	   -0.0066
   0.0010	    1.2900	   -0.0434	    0.2852	   -0.0071
   0.0010	    1.2916	   -0.1940	   -0.1861	   -0.0104
   0.0010	    1.2918	    0.2884	   -0.3894	   -0.0104
   0.0010	    1.2943	    0.3023	    0.2474	   -0.0075
   0.0010	    1.2953	    0.5956	    0.2070	   -0.0103
   0.0010	    1.2955	    0.0997	   -0.0647	   -0.0101
   0.0010	    1.2970	    0.3465	    0.1742	   -0.0065
   0.0010	    1.3017	    0.2110	    0.3621	   -0.0052
   0.0010	    1.3095	    0.0457	   -0.6888	   -0.0145
   0.0010	    1.3096	    0.4752	   -0.4625	   -0.0155
   0.0010	    1.3100	   -0.1047	   -0.2044	   -0.0109
   0.0010	    1.3120	    0.1935	    0.7293	   -0.0093
   0.0010	    1.3125	    0.1423	   -0.3377	   -0.0136
   0.0010	    1.3127	   -0.4374	   -0.4111	   -0.0130
   0.0010	    1.3155	    0.5783	   -0.2407	   -0.0058
   0.0010	    1.3196	    0.2395	   -0.5653	   -0.0055
   0.0010	    1.3220	    0.5386	   -0.6843	   -0.0059
   0.0010	    1.3231	    0.5295	    0.1749	   -0.0058
   0.0010	    1.3279	   -0.4541	   -0.4871	   -0.0050
   0.0010	    1.3327	    0.2190	    0.3856	   -0.0053
   0.0010	    1.3357	    0.3276	    0.6821	   -0.0066
   0.0010	    1.3372	    0.3267	    0.6294	   -0.0206
   0.0010	    1.3373	    0.4523	   -0.3317	   -0.2874
   0.0010	    1.3373	    0.3626	   -0.4339	   -0.2872
   0.0010	    1.3418	   -0.0583	    0.4156	   -0.0053
   0.0010	    1.3472	   -0.1584	   -0.6492	   -0.0061
   0.0010	    1.3485	    0.4709	   -0.2630	   -0.0067
   0.0010	    1.3503	   -0.2719	   -0.2322	   -0.0132
   0.0010	    1.3505	   -0.2650	   -0.4935	   -0.0135
   0.0010	    1.3512	    0.0973	   -0.4852	   -0.0092
   0.0010	    1.3519	    0.1263	    0.9866	   -0.0085
   0.0010	    1.3526	    0.2508	   -0.2147	   -0.0073
   0.0010	    1.3594	    0.2656	   -0.5065	   -0.0046
   0.0010	    1.3684	    0.1413	    0.3104	   -0.0049
   0.0010	    1.3710	    0.3775	   -0.2751	   -0.0070
   0.0010	    1.3715	    0.0986	    0.1410	   -0.0070
   0.0010	    1.3769	   -0.1117	    0.5441	   -0.0056
   0.0010	    1.3791	   -0.3868	   -0.5194	   -0.0068
   0.0010	    1.3803	    0.2378	   -0.6666	   -0.0092
   0.0010	    1.3807	    0.6648	   -0.4814	   -0.0109
   0.0010	    1.3811	    0.1074	    0.6946	   -0.0104
   0.0010	    1.3818	   -0.5646	   -0.3126	   -0.0077
   0.0010	    1.3881	    0.2716	    0.7739	   -0.0059
   0.0010	    1.3891	   -0.0636	   -0.7519	   -0.0060
   0.0010	    1.3907	    0.0776	    0.2277	   -0.0054
   0.0010	    1.3981	    0.2320	    0.5018	   -0.0060
   0.0010	    1.3987	    0.3017	   -0.6202	   -0.0061
   0.0010	    1.4038	    0.3382	    0.5165	   -0.0051
   0.0010	    1.4062	   -0.2160	    0.2030	   -0.0054
   0.0010	    1.4091	    0.4522	   -0.5292	   -0.0057
   0.0010	    1.4107	   -0.0578	    0.5715	   -0.0058
   0.0010	    1.4144	    0.0308	   -0.0901	   -0.0068
   0.0010	    1.4157	   -0.0479	   -0.2206	   -0.0096
   0.0010	    1.4161	   -0.2762	   -0.1255	   -0.0106
   0.0010	    1.4165	    0.5764	   -0.2437	   -0.0092
   0.0010	    1.4191	   -0.3000	    0.4185	   -0.0078
   0.0010	    1.4199	    0.7523	    0.3319	   -0.0091
   0.0010	    1.4205	    0.2361	   -0.5780	   -0.0092
   0.0010	    1.4213	   -0.0736	    0.4164	   -0.0085
   0.0010	    1.4221	   -0.1781	   -0.5443	   -0.0075
   0.0010	    1.4277	    0.2732	   -0.5123	   -0.0199
   0.0010	    1.4277	    0.7161	    0.5422	   -0.0202
   0.0010	    1.4283	   -0.2898	    0.4590	   -0.0088
   0.0010	    1.4293	    0.2298	   -0.5209	   -0.0068
   0.0010	    1.4332	   -0.1934	    0.3804	   -0.0049
   0.0010	    1.4421	    0.2461	   -0.5012	   -0.0047
   0.0010	    1.4441	    0.1631	    0.3742	   -0.0048
   0.0010	    1.4484	    0.3979	   -0.2578	   -0.0045
   0.0010	    1.4543	    0.2863	   -0.5875	   -0.0049
   0.0010	    1.4573	   -0.4803	   -0.7707	   -0.0054
   0.0010	    1.4597	   -0.2780	   -0.6085	   -0.0073
   0.0010	    1.4603	   -0.3057	    0.1173	   -0.0080
   0.0010	    1.4609	   -0.0330	   -0.2796	   -0.0072
   0.0010	    1.4660	    0.3867	   -0.4259	   -0.0082
   0.0010	    1.4665	    0.5472	   -0.4631	   -0.0090
   0.0010	    1.4671	    0.6206	    0.2259	   -0.0078
   0.0010	    1.4689	    0.0334	    0.5679	   -0.0063
   0.0010	    1.4704	   -0.0314	   -0.3436	   -0.0058
   0.0010	    1.4760	    0.4183	   -0.5879	   -0.0058
   0.0010	    1.4780	    0.1921	    0.0679	   -0.0073
   0.0010	    1.4789	   -0.4693	    0.2519	   -0.0165
   0.0010	    1.4790	    0.1411	    0.1848	   -0.0164
   0.0010	    1.4807	    0.2496	    0.6043	   -0.0067
   0.0010	    1.4821	   -0.3092	   -0.1711	   -0.0063
   0.0010	    1.4842	    0.0322	    0.3249	   -0.0056
   0.0010	    1.4887	   -0.0561	    0.3047	   -0.0057
   0.0010	    1.4905	    0.0974	    0.6287	   -0.0070
   0.0010	    1.4911	   -0.2268	    0.7086	   -0.0069
   0.0010	    1.4943	    0.3247	   -0.3018	   -0.0064
   0.0010	    1.4953	    0.1055	   -0.5018	   -0.0070
   0.0010	    1.4960	   -0.4668	   -0.0982	   -0.0065
   0.0010	    1.5007	   -0.1094	   -0.9182	   -0.0089
   0.0010	    1.5009	   -0.0515	   -0.3115	   -0.0089
   0.0010	    1.5058	    0.3556	   -0.3851	   -0.0049
   0.0010	    1.5097	   -0.3747	   -0.5409	   -0.0067
   0.0010	    1.5102	    0.4611	    0.1680	   -0.0069
   0.0010	    1.5124	   -0.3095	    0.4735	   -0.0072
   0.0010	    1.5129	    0.0630	   -0.5568	   -0.0071
   0.0010	    1.5158	   -0.2428	   -0.6618	   -0.0048
   0.0010	    1.5216	   -0.1230	    0.3318	   -0.0044
   0.0010	    1.5288	    0.3964	   -0.4023	   -0.0063
   0.0010	    1.5298	    0.2563	   -0.6106	   -0.0087
   0.0010	    1.5302	    0.4224	    0.3938	   -0.0087
   0.0010	    1.5313	    0.3410	    0.1528	   -0.0072
   0.0010	    1.5321	    0.3128	    0.3509	   -0.0067
   0.0010	    1.5338	    0.3051	    0.1781	   -0.0055
   0.0010	    1.5387	    0.1191	    0.2445	   -0.0050
   0.0010	    1.5401	    0.5020	    0.3071	   -0.0051
   0.0010	    1.5422	    0.3070	    0.2774	   -0.0047
   0.0010	    1.5480	    0.1473	   -0.5608	   -0.0053
   0.0010	    1.5488	   -0.8361	    0.2261	   -0.0053
   0.0010	    1.5524	   -0.0208	   -0.7189	   -0.0041
   0.0010	    1.5599	    0.2422	   -0.3284	   -0.0037
   0.0010	    1.5688	   -0.0378	   -0.0270	   -0.0063
   0.0010	    1.5692	   -0.2558	    0.3436	   -0.0063
   0.0010	    1.5722	   -0.3772	    0.6713	   -0.0046
   0.0010	    1.5739	   -0.2857	   -0.1735	   -0.0045
   0.0010	    1.5790	    0.2660	    0.4884	   -0.0043
   0.0010	    1.5817	   -0.0879	   -0.5994	   -0.0061
   0.0010	    1.5822	   -0.0278	    0.1228	   -0.0061
   0.0010	    1.5857	    0.1093	    0.4972	   -0.0041
   0.0010	    1.5902	    0.6362	    0.2419	   -0.0038
   0.0010	    1.5975	   -0.4116	    0.3062	   -0.0046
   0.0010	    1.5983	   -0.3684	    0.1429	   -0.0046
   0.0010	    1.6062	    0.0369	    0.1462	   -0.0035
   0.0010	    1.6164	   -0.2100	   -0.0965	   -0.0092
   0.0010	    1.6166	    0.0044	    0.1074	   -0.0093
   0.0010	    1.6204	    0.1626	    0.3621	   -0.0061
   0.0010	    1.6210	    0.2698	    0.2419	   -0.0062
   0.0010	    1.6233	   -0.4852	    0.3992	   -0.0056
   0.0010	    1.6241	   -0.0538	   -0.2529	   -0.0055
   0.0010	    1.6291	   -0.0060	    0.4765	   -0.0049
   0.0010	    1.6305	   -0.4039	    0.2172	   -0.0098
   0.0010	    1.6307	    0.0428	    0.8333	   -0.0098
   0.0010	    1.6375	    0.3011	   -0.3173	   -0.0042
   0.0010	    1.6391	   -0.0009	   -0.1456	   -0.0042
   0.0010	    1.6422	    0.1793	   -0.1376	   -0.0037
   0.0010	    1.6510	   -0.1593	    0.2659	   -0.0033
   0.0010	    1.6556	   -0.1629	    0.3003	   -0.0033
   0.0010	    1.6650	    0.2236	   -0.3743	   -0.0032
   0.0010	    1.6715	    0.0592	   -0.6109	   -0.0033
   0.0010	    1.6775	   -0.3065	    0.8196	   -0.0038
   0.0010	    1.6796	   -0.1829	    0.3158	   -0.0046
   0.0010	    1.6805	    0.0802	   -0.1758	   -0.0044
   0.0010	    1.6916	    0.0166	   -0.1626	   -0.0049
   0.0010	    1.6922	   -0.4099	    0.4165	   -0.0049
   0.0010	    1.6960	    0.3840	   -0.4102	   -0.0046
   0.0010	    1.6969	   -0.1736	    0.3985	   -0.0046
   0.0010	    1.7073	    0.6245	   -0.1085	   -0.0038
   0.0010	    1.7103	   -0.0490	    0.2230	   -0.0084
   0.0010	    1.7105	   -0.1276	    0.2046	   -0.0084
   0.0010	    1.7137	    0.2572	    0.3064	   -0.0037
   0.0010	    1.7223	    0.1698	    0.3682	   -0.0037
   0.0010	    1.7245	   -0.4553	   -0.4844	   -0.0037
   0.0010	    1.7342	    0.1892	    0.5006	   -0.0047
   0.0010	    1.7352	   -0.0355	   -0.5306	   -0.0051
   0.0010	    1.7368	    0.3886	    0.4571	   -0.0052
   0.0010	    1.7377	   -0.4913	   -0.5625	   -0.0049
   0.0010	    1.7442	   -0.1128	   -0.3560	   -0.0037
   0.0010	    1.7537	    0.5337	   -0.2227	   -0.0081
   0.0010	    1.7540	    0.0402	   -0.2172	   -0.0082
   0.0010	    1.7559	   -0.3697	   -0.3957	   -0.0069
   0.0010	    1.7566	    0.2646	    0.2646	   -0.0074
   0.0010	    1.7576	    0.3115	    0.5609	   -0.0073
   0.0010	    1.7588	   -0.6711	   -0.1634	   -0.0136
   0.0010	    1.7589	    0.1365	   -0.1188	   -0.0136
   0.0010	    1.7597	    0.0128	    0.2443	   -0.0070
   0.0010	    1.7634	    0.1620	   -0.5770	   -0.0051
   0.0010	    1.7644	   -0.1011	    0.5278	   -0.0049
   0.0010	    1.7738	    0.4747	    0.6585	   -0.0044
   0.0010	    1.7753	    0.4519	   -0.3512	   -0.0050
   0.0010	    1.7764	   -0.2548	   -0.5002	   -0.0048
   0.0010	    1.7811	   -0.1780	   -0.8162	   -0.0039
   0.0010	    1.7858	   -0.0739	    0.1258	   -0.0041
   0.0010	    1.7887	    0.3362	    0.4133	   -0.0101
   0.0010	    1.7889	   -0.4433	    0.4867	   -0.0101
   0.0010	    1.7931	    0.0286	   -0.1188	   -0.0040
   0.0010	    1.7964	   -0.0543	    0.4152	   -0.0040
   0.0010	    1.8006	   -0.1930	   -0.1599	   -0.0040
   0.0010	    1.8047	    0.4142	    0.4238	   -0.0061
   0.0010	    1.8054	   -0.0471	   -0.2366	   -0.0083
   0.0010	    1.8057	   -0.3096	    0.3103	   -0.0079
   0.0010	    1.8076	   -0.0228	   -0.2850	   -0.0048
   0.0010	    1.8096	    0.2390	   -0.2870	   -0.0042
   0.0010	    1.8152	    0.3298	    0.4549	   -0.0034
   0.0010	    1.8218	   -0.2613	   -0.6032	   -0.0031
   0.0010	    1.8440	   -0.4068	    0.2815	   -0.0039
   0.0010	    1.8454	   -0.2090	   -0.4482	   -0.0041
   0.0010	    1.8491	   -0.2621	   -0.2980	   -0.0042
   0.0010	    1.8509	    0.1715	    0.0381	   -0.0044
   0.0010	    1.8533	    0.1640	    0.5105	   -0.0053
   0.0010	    1.8540	    0.3223	   -0.4462	   -0.0052
   0.0010	    1.8590	    0.3446	   -0.1179	   -0.0039
   0.0010	    1.8619	   -0.0256	    0.0801	   -0.0040
   0.0010	    1.8654	   -0.0325	    0.3133	   -0.0040
   0.0010	    1.8696	    0.2752	    0.3013	   -0.0048
   0.0010	    1.8710	   -0.3910	   -0.5616	   -0.0124
   0.0010	    1.8711	    0.3804	    0.3530	   -0.0124
   0.0010	    1.8751	    0.4947	   -0.7502	   -0.0044
   0.0010	    1.8768	   -0.2757	    0.4175	   -0.0043
   0.0010	    1.8827	   -0.2298	   -0.5103	   -0.0755
   0.0010	    1.8827	   -0.2821	    0.5915	   -0.0755
   0.0010	    1.8911	    0.2544	    0.5573	   -0.0092
   0.0010	    1.8913	   -0.2179	   -0.4047	   -0.0093
   0.0010	    1.8924	   -0.1339	    0.6763	   -0.0053
   0.0010	    1.8957	    0.0271	   -0.3529	   -0.0050
   0.0010	    1.8966	   -0.0253	    0.5019	   -0.0049
   0.0010	    1.8997	    0.3285	   -0.0968	   -0.0042
   0.0010	    1.9020	   -0.0169	    0.0800	   -0.0040
   0.0010	    1.9071	    0.0182	    0.2412	   -0.0040
   0.0010	    1.9091	   -0.4700	   -0.3385	   -0.0043
   0.0010	    1.9109	   -0.1537	   -0.3179	   -0.0041
   0.0010	    1.9144	   -0.0900	    0.4155	   -0.0039
   0.0010	    1.9174	    0.3544	    0.4025	   -0.0040
   0.0010	    1.9194	   -0.0162	   -0.8023	   -0.0041
   0.0010	    1.9211	   -0.0256	    0.4176	   -0.0038
   0.0010	    1.9286	   -0.3810	    0.1909	   -0.0029
   0.0010	    1.9378	    0.2205	    0.0465	   -0.0027
   0.0010	    1.9542	   -0.1723	   -0.3231	   -0.0029
   0.0010	    1.9571	    0.3066	    0.5553	   -0.0029
   0.0010	    1.9646	    0.4875	   -0.2869	   -0.0031
   0.0010	    1.9669	    0.2330	    0.4453	   -0.0031
   0.0010	    1.9755	    0.1758	    0.4205	   -0.0029
   0.0010	    1.9817	   -0.4141	   -0.3606	   -0.0045
   0.0010	    1.9825	   -0.1084	    0.3332	   -0.0050
   0.0010	    1.9835	   -0.0988	   -0.1690	   -0.0043
   0.0010	    1.9892	   -0.4087	   -0.6067	   -0.0039
   0.0010	    1.9908	   -0.1965	   -0.1140	   -0.0051
   0.0010	    1.9915	   -0.0035	    0.0865	   -0.0050
   0.0010	    1.9941	    0.1365	   -0.2412	   -0.0035
   0.0010	    1.9986	   -0.1941	    0.7541	   -0.0029
   0.0010	    2.0075	   -0.5981	    0.2731	   -0.0046
   0.0010	    2.0080	   -0.5083	   -0.2203	   -0.0046
   0.0010	    2.0319	   -0.1588	   -0.4653	   -0.0025
   0.0010	    2.0354	    0.2674	   -0.1893	   -0.0026
   0.0010	    2.0425	   -0.1413	    0.4431	   -0.0027
   0.0010	    2.0448	    0.1432	    0.4305	   -0.0027
   0.0010	    2.0591	    0.0082	   -0.5967	   -0.0022
   0.0010	    2.0795	    0.1737	    0.5450	   -0.0036
   0.0010	    2.0806	    0.3054	   -0.2739	   -0.0042
   0.0010	    2.0815	   -0.0366	   -0.1626	   -0.0038
   0.0010	    2.0855	    0.1552	    0.1160	   -0.0027
   0.0010	    2.1024	    0.0870	   -0.2685	   -0.0027
   0.0010	    2.1068	   -0.0649	    0.1105	   -0.0031
   0.0010	    2.1103	   -0.1649	    0.4059	   -0.0038
   0.0010	    2.1115	   -0.0324	    0.1498	   -0.0039
   0.0010	    2.1141	   -0.4264	   -0.2251	   -0.0035
   0.0010	    2.1168	    0.1081	   -0.4257	   -0.0035
   0.0010	    2.1190	    0.0127	    0.3059	   -0.0033
   0.0010	    2.1248	    0.3875	    0.2542	   -0.0028
   0.0010	    2.1333	   -0.2725	   -0.3999	   -0.0030
   0.0010	    2.1371	   -0.0548	   -0.1558	   -0.0204
   0.0010	    2.1371	    0.5071	   -0.2814	   -0.0204
   0.0010	    2.1434	    0.0462	    0.0561	   -0.0118
   0.0010	    2.1435	    0.1882	   -0.3694	   -0.0118
   0.0010	    2.1495	   -0.1361	   -0.1804	   -0.0041
   0.0010	    2.1508	    0.2703	    0.2947	   -0.0059
   0.0010	    2.1514	   -0.1820	   -0.5174	   -0.0069
   0.0010	    2.1518	   -0.4053	    0.4583	   -0.0059
   0.0010	    2.1753	    0.0706	    0.4413	   -0.0025
   0.0010	    2.1784	    0.1165	    0.1434	   -0.0026
   0.0010	    2.1851	    0.0515	    0.4432	   -0.0024
   0.0010	    2.1975	   -0.1268	    0.2806	   -0.0214
   0.0010	    2.1975	   -0.0834	    0.4421	   -0.0214
   0.0010	    2.2020	    0.1504	    0.2658	   -0.0036
   0.0010	    2.2034	   -0.3006	   -0.2627	   -0.0040
   0.0010	    2.2045	   -0.5432	   -0.3610	   -0.0037
   0.0010	    2.2130	    0.0801	   -0.1105	   -0.0025
   0.0010	    2.2200	   -0.1663	   -0.5867	   -0.0028
   0.0010	    2.2234	   -0.4516	   -0.1380	   -0.0302
   0.0010	    2.2234	   -0.2348	    0.4103	   -0.0302
   0.0010	    2.2366	   -0.4769	    0.4519	   -0.0025
   0.0010	    2.2397	   -0.1351	   -0.1306	   -0.0025
   0.0010	    2.2498	   -0.0223	   -0.3677	   -0.0023
   0.0010	    2.2571	   -0.3033	   -0.2686	   -0.0025
   0.0010	    2.2606	    0.1136	   -0.4890	   -0.0025
   0.0010	    2.2707	   -0.2690	   -0.0920	   -0.0036
   0.0010	    2.2715	    0.0517	    0.3140	   -0.0037
   0.0010	    2.2755	   -0.2763	   -0.1863	   -0.0033
   0.0010	    2.2771	   -0.0927	   -0.5612	   -0.0036
   0.0010	    2.2783	   -0.4099	    0.3741	   -0.0033
   0.0010	    2.2895	    0.1408	    0.1677	   -0.0021
   0.0010	    2.2967	    0.1407	   -0.4608	   -0.0020
   0.0010	    2.3122	   -0.0594	   -0.3996	   -0.0019
   0.0010	    2.3262	    0.1795	   -0.0931	   -0.0019
   0.0010	    2.3410	   -0.0758	    0.2945	   -0.0023
   0.0010	    2.3432	    0.1095	    0.3937	   -0.0024
   0.0010	    2.3509	   -0.3453	    0.4154	   -0.0022
   0.0010	    2.3559	   -0.4021	   -0.1837	   -0.0026
   0.0010	    2.3574	    0.3183	    0.4529	   -0.0026
   0.0010	    2.3701	   -0.1303	   -0.1756	   -0.0023
   0.0010	    2.3722	   -0.4259	   -0.1117	   -0.0022
   0.0010	    2.4090	    0.1962	    0.5555	   -0.0028
   0.0010	    2.4101	   -0.1271	    0.4785	   -0.0028
   0.0010	    2.4183	    0.1729	   -0.6371	   -0.0020
   0.0010	    2.4283	   -0.1693	   -0.1782	   -0.0022
   0.0010	    2.4325	   -0.0699	   -0.5963	   -0.0024
   0.0010	    2.4364	   -0.2866	   -0.2711	   -0.0024
   0.0010	    2.4421	   -0.0107	    0.3213	   -0.0035
   0.0010	    2.4428	    0.3883	    0.1404	   -0.0035
   0.0010	    2.4581	   -0.0239	   -0.2952	   -0.0025
   0.0010	    2.4602	    0.1521	   -0.1684	   -0.0026
   0.0010	    2.4664	    0.2313	    0.2140	   -0.0025
   0.0010	    2.4704	    0.1095	   -0.2215	   -0.0030
   0.0010	    2.4717	   -0.2448	    0.1619	   -0.0029
   0.0010	    2.4832	    0.3160	   -0.3834	   -0.0025
   0.0010	    2.4866	    0.2234	    0.2992	   -0.0031
   0.0010	    2.4877	   -0.1935	    0.5386	   -0.0031
   0.0010	    2.4951	   -0.1444	   -0.5389	   -0.0022
   0.0010	    2.5089	   -0.3147	   -0.2570	   -0.0022
   0.0010	    2.5149	   -0.0112	    0.0433	   -0.0041
   0.0010	    2.5154	    0.3343	   -0.4526	   -0.0041
   0.0010	    2.5218	   -0.0758	    0.3754	   -0.0054
   0.0010	    2.5221	    0.0633	    0.0688	   -0.0054
   0.0010	    2.5288	   -0.0253	    0.2015	   -0.0024
   0.0010	    2.5343	   -0.3043	    0.3103	   -0.0029
   0.0010	    2.5359	   -0.1042	    0.4222	   -0.0029
   0.0010	    2.5413	   -0.4134	   -0.1958	   -0.0029
   0.0010	    2.5426	    0.0417	   -0.1691	   -0.0029
   0.0010	    2.5512	   -0.0080	   -0.0542	   -0.0021
   0.0010	    2.5598	    0.2361	    0.4675	   -0.0020
   0.0010	    2.5709	    0.0372	    0.3040	   -0.0019
   0.0010	    2.5791	    0.2353	   -0.2535	   -0.0021
   0.0010	    2.5823	    0.3693	   -0.3292	   -0.0021
   0.0010	    2.5888	    0.4354	    0.0429	   -0.0019
   0.0010	    2.6026	   -0.1648	    0.1163	   -0.0018
   0.0010	    2.6147	   -0.4031	    0.3260	   -0.0021
   0.0010	    2.6194	   -0.0185	    0.1210	   -0.0026
   0.0010	    2.6215	    0.1611	   -0.0794	   -0.0031
   0.0010	    2.6227	    0.4599	   -0.2595	   -0.0029
   0.0010	    2.6347	    0.1195	    0.2641	   -0.0019
   0.0010	    2.6424	    0.3217	    0.3016	   -0.0048
   0.0010	    2.6428	    0.1437	    0.2499	   -0.0048
   0.0010	    2.6613	    0.0760	   -0.3502	   -0.0022
   0.0010	    2.6631	   -0.1521	    0.0982	   -0.0022
   0.0010	    2.6792	   -0.1033	   -0.5126	   -0.0018
   0.0010	    2.6876	   -0.0033	    0.2843	   -0.0021
   0.0010	    2.6906	    0.0634	    0.2168	   -0.0022
   0.0010	    2.6938	   -0.1968	    0.5438	   -0.0021
   0.0010	    2.7048	    0.3570	   -0.0828	   -0.0019
   0.0010	    2.7091	   -0.5455	    0.2001	   -0.0019
   0.0010	    2.7206	   -0.3233	   -0.2070	   -0.0019
   0.0010	    2.7270	   -0.0656	   -0.3778	   -0.0038
   0.0010	    2.7276	   -0.4634	   -0.4492	   -0.0045
   0.0010	    2.7283	    0.1592	    0.2714	   -0.0037
   0.0010	    2.7660	    0.4336	   -0.3161	   -0.0029
   0.0010	    2.7668	   -0.1538	   -0.3960	   -0.0029
   0.0010	    2.7718	    0.1350	   -0.1657	   -0.0018
   0.0010	    2.7814	   -0.4061	   -0.4346	   -0.0015
   0.0010	    2.7940	    0.0869	   -0.4022	   -0.0015
   0.0010	    2.8022	    0.1918	    0.1551	   -0.0015
   0.0010	    2.8202	    0.0916	    0.2836	   -0.0014
   0.0010	    2.8324	    0.2326	    0.2873	   -0.0014
   0.0010	    2.8443	    0.0537	   -0.1517	   -0.0019
   0.0010	    2.8460	    0.0973	   -0.2976	   -0.0019
   0.0010	    2.8568	   -0.4840	   -0.2658	   -0.0014
   0.0010	    2.8688	   -0.1576	    0.0252	   -0.0013
   0.0010	    2.8860	    0.2250	    0.5114	   -0.0012
   0.0010	    2.9038	   -0.0787	    0.3188	   -0.0012
   0.0010	    2.9411	    0.3138	   -0.3265	   -0.0013
   0.0010	    2.9491	   -0.0834	    0.3246	   -0.0015
   0.0010	    2.9556	   -0.3225	   -0.1916	   -0.0016
   0.0010	    2.9604	   -0.0370	    0.5276	   -0.0018
   0.0010	    2.9625	    0.1048	   -0.1833	   -0.0018
   0.0010	    2.9804	   -0.2694	    0.1854	   -0.0012
   0.0010	    3.0026	    0.2058	   -0.3425	   -0.0011
   0.0010	    3.0341	    0.0359	    0.4586	   -0.0012
   0.0010	    3.0450	   -0.3483	    0.1008	   -0.0013
   0.0010	    3.0516	    0.0077	    0.2432	   -0.0014
   0.0010	    3.0596	   -0.1148	   -0.2759	   -0.0023
   0.0010	    3.0605	    0.2803	    0.3084	   -0.0023
   0.0010	    3.0768	   -0.1168	   -0.2090	   -0.0011
   0.0010	    3.1200	    0.1124	    0.2646	   -0.0014
   0.0010	    3.1223	    0.1880	   -0.4534	   -0.0014
   0.0010	    3.1554	    0.1044	    0.3376	   -0.0010
   0.0010	    3.1722	    0.1631	    0.2401	   -0.0011
